CÓDIGO;DESIGNAÇÃO;STOCK TOT;LOCALIZACAO;STOCK;PVP;VALOR VENDAS;MAR;ABR;MAI;JUN;JUL;AGO;SET;OUT;NOV;DEZ;JAN;FEV;MAR;T Uni
2195782;Fluimucil, 600 mg x 20 comp eferv;5;0043;5;7,87;1455,95;16;15;13;9;4;7;5;14;6;17;40;21;18;185
2177681;Levotuss, 6 mg/mL-200 mL x 1 xar mL;0;0043;0;10,7;288,90;4;4;0;2;0;3;1;1;3;1;5;2;1;27
5582333;Levotuss, 60 mg x 20 comp;0;0043;0;10,1;171,70;4;1;0;1;0;0;0;1;2;0;4;2;2;17
5588025;Milid, 300 mg x 20 cáps;2;0043;2;9,13;164,34;0;0;0;0;0;0;0;0;1;0;9;6;2;18
5588009;Milid, 300 mg x 20 comp disp;2;0043;2;8,95;98,45;0;0;0;0;0;0;0;0;0;0;5;3;3;11
9544122;Mucodox, 100 mg x 20 cáps;0;0043;0;6,57;13,14;0;1;0;0;1;0;0;0;0;0;0;0;0;2
5843099;Mucodox, 8 mg/mL-200 mL x 1 xar mL;0;0043;0;8,8;35,20;0;1;0;0;0;1;1;0;0;1;0;0;0;4
9224931;Mucoral, 20 mg/mL-200mL x 1 xar mL;0;0043;0;5,78;5,78;0;0;0;0;0;0;0;0;0;0;0;1;0;1
9329714;Mucoral, 400 mg x 20 cáps;0;0043;0;7,92;23,76;0;0;0;0;0;0;0;0;0;0;0;3;0;3
5413240;Mucoral, 50 mg/mL-200 mL x 1 xar mL;0;0043;0;7,9;15,80;0;0;0;0;0;0;0;0;0;0;2;0;0;2
9224923;Mucoral, 50 mg/mL-200 mL x 1 xar mL;0;0043;0;7,03;70,30;4;0;1;0;0;0;0;3;1;1;0;0;0;10
8631119;Mucosolvan Perlonguets, 75 mg x 20 cáps lib prol;0;0043;0;11,1;33,30;2;0;0;0;0;0;0;0;0;0;1;0;0;3
9574715;Mucosolvan, 30 mg x 20 comp;1;0043;1;9,25;64,75;1;1;1;0;0;0;0;1;0;0;0;3;0;7
3245586;Mucosolvan, 6 mg/mL-125 mL x 1 xar mL;0;0043;0;8,46;143,82;0;0;1;0;0;0;0;0;0;2;7;4;3;17
2688794;Oxolamina , 10 mg/ml Frasco 250 ml Xar;0;0043;0;9,57;9,57;0;0;0;0;0;0;0;0;1;0;0;0;0;1
3125986;Pulmiben 2%, 20 mg/mL-125 mL x 1 xar mL;2;0043;2;6,15;202,95;4;4;0;1;0;0;1;3;1;3;11;3;2;33
3491685;Pulmiben 5%, 50 mg/mL-250 mL x 1 xar mL;4;0043;4;9,35;1533,40;15;11;6;7;6;4;8;11;10;12;37;25;12;164
9183103;Sinecod, 0,4 mg/mL-125mL x 1 xar sopa;0;0043;0;7,89;110,46;0;0;0;1;0;0;1;0;0;5;3;1;3;14
2773182;Vicks Xarope Expectorante Mel (120mL), 13,33 mg/mL x 1 xar mL;0;0043;0;7,5;30,00;4;0;0;0;0;0;0;0;0;0;0;0;0;4
